id,plate,startts,endts,startlng,startlat,my_id
DVMLTY5NMMEM6,206567,7/26/18 7:55,7/26/18 8:00,-77.063062,38.901939,221087
KRKWO7JXPCLWS,395278,7/26/18 7:55,7/26/18 8:00,-77.028239,38.886214,221088
ATACARIIA6OEC,625797,7/26/18 7:55,7/26/18 8:00,-77.046028,38.915793,221089
7N2S3SZIW7DAM,241526,7/26/18 7:55,7/26/18 8:00,-76.994029,38.933357,221090
OS5XL7QJ7SFPX,843583,7/26/18 7:55,7/26/18 8:00,-77.046409,38.915899,221091
EDYEGRFKMGYWH,637299,7/26/18 7:55,7/26/18 8:00,-76.988137,38.923729,221092
EWWXRMN2UX62T,379166,7/26/18 7:55,7/26/18 8:00,-77.032955,38.912601,221093
AMOBTFGN77GPJ,109651,7/26/18 7:55,7/26/18 8:00,-77.041662,38.912382,221094
35QJHOSKXULEI,899171,7/26/18 7:55,7/26/18 8:00,-77.046202,38.915772,221095
XD4E6V5JXFPHD,584869,7/26/18 7:55,7/26/18 8:00,-77.0416,38.915304,221096
AXS4CHK7MJIXF,745432,7/26/18 8:00,7/26/18 8:05,-77.009058,38.896234,221097
UCNFLW275VPLP,456548,7/26/18 8:00,7/26/18 8:05,-77.009331,38.897759,221098
ZGVKFO76M5LA6,827611,7/26/18 7:55,7/26/18 8:00,-77.024587,38.937637,221099
KQHWS4MS2HLFU,631828,7/26/18 8:00,7/26/18 8:05,-77.025267,38.90334,221100
RGU7ZMFTMOKOH,363845,7/26/18 8:00,7/26/18 8:05,-77.027116,38.902553,221101
BQ7RU7QQ2O2MZ,363018,7/26/18 8:00,7/26/18 8:05,-77.024067,38.902277,221102
23MZG3NPRFAEI,275997,7/26/18 8:00,7/26/18 8:05,-77.021869,38.914586,221103
MUPTSJ4YKP3XC,828437,7/26/18 8:00,7/26/18 8:05,-77.017117,38.900707,221104
NQPC646OM3YQ5,722403,7/26/18 8:00,7/26/18 8:05,-77.032711,38.928605,221105
XTVQY6RDEIF2Q,679300,7/26/18 8:00,7/26/18 8:05,-77.06168,38.905263,221106
NEYX3SUKLYNCY,336432,7/26/18 8:00,7/26/18 8:05,-77.041277,38.905833,221107
XD4E6V5JXFPHD,584869,7/26/18 8:00,7/26/18 8:05,-77.037976,38.915553,221108
ATACARIIA6OEC,625797,7/26/18 8:00,7/26/18 8:05,-77.045571,38.917717,221109
G4K5GMJMWVXQI,735153,7/26/18 8:00,7/26/18 8:05,-77.039903,38.924443,221110
E2KYBIUAFW6EV,807504,7/26/18 8:00,7/26/18 8:05,-77.026164,38.917166,221111
CQD667F7AB3RJ,683596,7/26/18 8:00,7/26/18 8:05,-76.99582,38.920483,221112
E7LGNYIGLGZPI,840517,7/26/18 8:00,7/26/18 8:05,-77.045609,38.917527,221113
35QJHOSKXULEI,899171,7/26/18 8:00,7/26/18 8:05,-77.045641,38.91728,221114
ZGVKFO76M5LA6,827611,7/26/18 8:00,7/26/18 8:05,-77.025619,38.937554,221115
74BPUB5PBJZ6A,654527,7/26/18 8:05,7/26/18 8:10,-77.010569,38.898167,221116
7N2S3SZIW7DAM,241526,7/26/18 8:05,7/26/18 8:10,-77.003784,38.905358,221117
AXS4CHK7MJIXF,745432,7/26/18 8:05,7/26/18 8:10,-77.02172,38.89732,221118
EOYRMHD7AGKNZ,899701,7/26/18 8:00,7/26/18 8:10,-77.005936,38.901689,221119
XTVQY6RDEIF2Q,679300,7/26/18 8:05,7/26/18 8:10,-77.061153,38.903158,221120
NEYX3SUKLYNCY,336432,7/26/18 8:05,7/26/18 8:10,-77.037125,38.902404,221121
G4K5GMJMWVXQI,735153,7/26/18 8:05,7/26/18 8:10,-77.041863,38.920185,221122
E2KYBIUAFW6EV,807504,7/26/18 8:05,7/26/18 8:10,-77.031093,38.918102,221123
23MZG3NPRFAEI,275997,7/26/18 8:05,7/26/18 8:10,-77.018924,38.909745,221124
CQD667F7AB3RJ,683596,7/26/18 8:05,7/26/18 8:10,-76.996782,38.920797,221125
2FI5JE23VV5IL,292652,7/26/18 8:05,7/26/18 8:10,-77.06188,38.905199,221126
NQPC646OM3YQ5,722403,7/26/18 8:05,7/26/18 8:10,-77.031947,38.914517,221127
TG4XL27WYJK4G,846723,7/26/18 8:05,7/26/18 8:10,-77.041622,38.915407,221128
XD4E6V5JXFPHD,584869,7/26/18 8:05,7/26/18 8:10,-77.02658,38.914097,221129
ZGVKFO76M5LA6,827611,7/26/18 8:05,7/26/18 8:10,-77.025596,38.923899,221130
5D2OMCUOW3L3A,158898,7/26/18 8:10,7/26/18 8:15,-77.025984,38.898761,221131
WEJXOWHHB7X7M,279397,7/26/18 8:05,7/26/18 8:10,-77.002117,38.952372,221132
23MZG3NPRFAEI,275997,7/26/18 8:10,7/26/18 8:15,-77.021739,38.905693,221133
OS5XL7QJ7SFPX,843583,7/26/18 8:05,7/26/18 8:10,-77.043549,38.923444,221134
4AL33DMIRRKZG,900098,7/26/18 8:05,7/26/18 8:10,-76.993902,38.933471,221135
E7LGNYIGLGZPI,840517,7/26/18 8:05,7/26/18 8:10,-77.043521,38.923422,221136
35QJHOSKXULEI,899171,7/26/18 8:05,7/26/18 8:10,-77.043552,38.923464,221137
KQHWS4MS2HLFU,631828,7/26/18 8:10,7/26/18 8:15,-77.019083,38.901354,221138
G4K5GMJMWVXQI,735153,7/26/18 8:10,7/26/18 8:15,-77.038564,38.909429,221139
UCNFLW275VPLP,456548,7/26/18 8:10,7/26/18 8:15,-77.013699,38.896171,221140
3V4UKYDF47SLD,487557,7/26/18 8:10,7/26/18 8:15,-77.00208,38.909579,221141
TG4XL27WYJK4G,846723,7/26/18 8:10,7/26/18 8:15,-77.046228,38.906696,221142
SXKN5MF3QWUPN,671254,7/26/18 8:10,7/26/18 8:15,-77.04334,38.905101,221143
GTMW6LVAGQ6CO,661043,7/26/18 8:10,7/26/18 8:15,-77.035005,38.90354,221144
AA4BD2IP3IFO7,797786,7/26/18 8:10,7/26/18 8:15,-77.030788,38.902232,221145
ZGVKFO76M5LA6,827611,7/26/18 8:10,7/26/18 8:15,-77.028183,38.910291,221146
WONCD7LJLFDPA,184635,7/26/18 8:10,7/26/18 8:15,-77.0416,38.915304,221147
6GOHGSYCCAPXA,949055,7/26/18 8:10,7/26/18 8:15,-77.033205,38.928816,221148
EJ5Z4PWWD5SLQ,505867,7/26/18 8:10,7/26/18 8:15,-77.046028,38.915793,221149
4AL33DMIRRKZG,900098,7/26/18 8:10,7/26/18 8:15,-76.996861,38.932481,221150
WZICV6EYLL5L3,947449,7/26/18 8:10,7/26/18 8:15,-77.032511,38.927784,221151
5EFM2QUBWLAQQ,798620,7/26/18 8:10,7/26/18 8:15,-77.024487,38.937396,221152
7N2S3SZIW7DAM,241526,7/26/18 8:15,7/26/18 8:20,-77.007653,38.897163,221153
WEJXOWHHB7X7M,279397,7/26/18 8:10,7/26/18 8:15,-77.008086,38.953432,221154
NQPC646OM3YQ5,722403,7/26/18 8:15,7/26/18 8:20,-77.046635,38.903663,221155
HB54PT56AO7EI,670682,7/26/18 8:15,7/26/18 8:20,-77.0485,38.899498,221156
FZ4HSPNBEYL3S,229116,7/26/18 8:15,7/26/18 8:20,-77.048777,38.900713,221157
VLBDR6N2ERXJD,649294,7/26/18 8:10,7/26/18 8:15,-77.027999,38.932198,221158
65N7XMUXMEE4R,421448,7/26/18 8:15,7/26/18 8:20,-77.00057,38.900343,221159
GTMW6LVAGQ6CO,661043,7/26/18 8:15,7/26/18 8:20,-77.032098,38.900094,221160
WONCD7LJLFDPA,184635,7/26/18 8:15,7/26/18 8:20,-77.041659,38.914445,221161
5GVCTW43QHZZK,900307,7/26/18 8:15,7/26/18 8:20,-77.03868,38.903945,221162
KQHWS4MS2HLFU,631828,7/26/18 8:15,7/26/18 8:20,-77.024785,38.902013,221163
XIFXBHVM5C4ZH,544177,7/26/18 8:15,7/26/18 8:20,-77.041583,38.917502,221164
UGRHSOO3WYBBC,333873,7/26/18 8:15,7/26/18 8:20,-77.026221,38.917025,221165
OFKJACS5FBNX3,115552,7/26/18 8:15,7/26/18 8:20,-77.024353,38.90678,221166
EJ5Z4PWWD5SLQ,505867,7/26/18 8:15,7/26/18 8:20,-77.04604,38.914497,221167
XTVQY6RDEIF2Q,679300,7/26/18 8:15,7/26/18 8:20,-77.061246,38.901767,221168
4AL33DMIRRKZG,900098,7/26/18 8:15,7/26/18 8:20,-77.009175,38.924725,221169
SXKN5MF3QWUPN,671254,7/26/18 8:15,7/26/18 8:20,-77.046614,38.905646,221170
WZICV6EYLL5L3,947449,7/26/18 8:15,7/26/18 8:20,-77.032043,38.912714,221171
JGYJEXMICBG5U,482706,7/26/18 8:15,7/26/18 8:20,-77.023875,38.906694,221172
5EFM2QUBWLAQQ,798620,7/26/18 8:15,7/26/18 8:20,-77.024026,38.939519,221173
EN555BNHT2QIJ,502410,7/26/18 8:15,7/26/18 8:20,-77.012107,38.915332,221174
J6SMN5ABTHCVZ,294828,7/26/18 8:15,7/26/18 8:20,-77.067441,38.942985,221175
74BPUB5PBJZ6A,654527,7/26/18 8:20,7/26/18 8:25,-77.011947,38.897962,221176
OFKJACS5FBNX3,115552,7/26/18 8:20,7/26/18 8:25,-77.0238,38.902248,221177
PBUUUC3MMO7I6,379622,7/26/18 8:20,7/26/18 8:25,-77.010569,38.898167,221178
NQPC646OM3YQ5,722403,7/26/18 8:20,7/26/18 8:25,-77.050178,38.897925,221179
EJ5Z4PWWD5SLQ,505867,7/26/18 8:20,7/26/18 8:25,-77.046569,38.902613,221180
TM2M53VUQDTO5,749220,7/26/18 8:20,7/26/18 8:25,-77.023029,38.904279,221181
HB54PT56AO7EI,670682,7/26/18 8:20,7/26/18 8:25,-77.041928,38.899436,221182
4AL33DMIRRKZG,900098,7/26/18 8:20,7/26/18 8:25,-77.009208,38.910992,221183
TG4XL27WYJK4G,846723,7/26/18 8:20,7/26/18 8:25,-77.050186,38.897427,221184
WZICV6EYLL5L3,947449,7/26/18 8:20,7/26/18 8:25,-77.031518,38.903953,221185
JGYJEXMICBG5U,482706,7/26/18 8:20,7/26/18 8:25,-77.023817,38.901991,221186
65N7XMUXMEE4R,421448,7/26/18 8:20,7/26/18 8:25,-77.000575,38.89206,221187
GTMW6LVAGQ6CO,661043,7/26/18 8:20,7/26/18 8:25,-77.033657,38.892813,221188
CRJPVW3UZMQQ2,621118,7/26/18 8:20,7/26/18 8:25,-77.048777,38.900713,221189
YET566SHNKOLY,385467,7/26/18 8:20,7/26/18 8:25,-77.021869,38.914586,221190
EN555BNHT2QIJ,502410,7/26/18 8:20,7/26/18 8:25,-77.013334,38.915407,221191
WPVCF3WNAY57G,519073,7/26/18 8:20,7/26/18 8:25,-77.028859,38.916911,221192
BQ7RU7QQ2O2MZ,363018,7/26/18 8:20,7/26/18 8:25,-77.023969,38.908205,221193
2FS7YZZBVGNQI,442793,7/26/18 8:20,7/26/18 8:25,-77.050569,38.903668,221194
JVE35DSKKGZDS,622533,7/26/18 8:20,7/26/18 8:25,-77.021869,38.914586,221195
6GOHGSYCCAPXA,949055,7/26/18 8:20,7/26/18 8:25,-77.046628,38.912659,221196
EE3NBZV42RV3Z,971574,7/26/18 8:20,7/26/18 8:25,-77.012107,38.915332,221197
YUNOLM7HDV7TS,332347,7/26/18 8:20,7/26/18 8:25,-77.023035,38.916406,221198
GKADHLQ5DZWNL,637558,7/26/18 8:20,7/26/18 8:25,-77.046109,38.916023,221199
XD4E6V5JXFPHD,584869,7/26/18 8:20,7/26/18 8:25,-77.022041,38.914188,221200
5EFM2QUBWLAQQ,798620,7/26/18 8:20,7/26/18 8:25,-77.024839,38.941999,221201
OFKJACS5FBNX3,115552,7/26/18 8:25,7/26/18 8:30,-77.023983,38.895933,221202
PBUUUC3MMO7I6,379622,7/26/18 8:25,7/26/18 8:30,-77.009215,38.897488,221203
YUNOLM7HDV7TS,332347,7/26/18 8:25,7/26/18 8:30,-77.022434,38.905934,221204
JGYJEXMICBG5U,482706,7/26/18 8:25,7/26/18 8:30,-77.024022,38.894163,221205
J6SMN5ABTHCVZ,294828,7/26/18 8:20,7/26/18 8:25,-77.06858,38.943235,221206
WPVCF3WNAY57G,519073,7/26/18 8:25,7/26/18 8:30,-77.027146,38.911538,221207
CQD667F7AB3RJ,683596,7/26/18 8:25,7/26/18 8:30,-77.008628,38.907497,221208
IEA6W32YCSEZS,412306,7/26/18 8:25,7/26/18 8:30,-77.038545,38.913135,221209
UCNFLW275VPLP,456548,7/26/18 8:25,7/26/18 8:30,-77.012069,38.900403,221210
HB54PT56AO7EI,670682,7/26/18 8:25,7/26/18 8:30,-77.03518,38.89877,221211
4AL33DMIRRKZG,900098,7/26/18 8:25,7/26/18 8:30,-77.008931,38.900316,221212
GKADHLQ5DZWNL,637558,7/26/18 8:25,7/26/18 8:30,-77.046627,38.910594,221213
ZDEGESBJBDO3R,988502,7/26/18 8:25,7/26/18 8:30,-77.063522,38.902606,221214
LUORE4AY3GRZP,345147,7/26/18 8:25,7/26/18 8:30,-77.024699,38.937428,221215
NIDLTTL5RPBRH,636909,7/26/18 8:25,7/26/18 8:30,-77.023035,38.916406,221216
JVE35DSKKGZDS,622533,7/26/18 8:25,7/26/18 8:30,-77.021142,38.91879,221217
EE3NBZV42RV3Z,971574,7/26/18 8:25,7/26/18 8:30,-77.014905,38.914627,221218
D2DZ3NTS5QA4J,150018,7/26/18 8:25,7/26/18 8:30,-77.032644,38.928423,221219
LN4CZQWEKJFFM,846811,7/26/18 8:25,7/26/18 8:30,-77.066248,38.914812,221220
ZXNLROMS4FLLK,610264,7/26/18 8:25,7/26/18 8:30,-76.993736,38.92098,221221
XTVQY6RDEIF2Q,679300,7/26/18 8:25,7/26/18 8:30,-77.068981,38.906986,221222
VLBDR6N2ERXJD,649294,7/26/18 8:25,7/26/18 8:30,-77.023217,38.929851,221223
J6SMN5ABTHCVZ,294828,7/26/18 8:25,7/26/18 8:30,-77.081953,38.942317,221224
XD4E6V5JXFPHD,584869,7/26/18 8:25,7/26/18 8:30,-77.02284,38.913327,221225
RGU7ZMFTMOKOH,363845,7/26/18 8:30,7/26/18 8:35,-77.039084,38.901584,221226
LUVOIJH2M2WGH,328713,7/26/18 8:30,7/26/18 8:35,-77.051046,38.897206,221227
OFKJACS5FBNX3,115552,7/26/18 8:30,7/26/18 8:35,-77.01816,38.892234,221228
UCNFLW275VPLP,456548,7/26/18 8:30,7/26/18 8:35,-77.014349,38.900249,221229
SBEXQ3LOLCHFB,224775,7/26/18 8:30,7/26/18 8:35,-77.028886,38.898507,221230
PBUUUC3MMO7I6,379622,7/26/18 8:30,7/26/18 8:35,-77.013563,38.894861,221231
JGYJEXMICBG5U,482706,7/26/18 8:30,7/26/18 8:35,-77.017447,38.891971,221232
CRJPVW3UZMQQ2,621118,7/26/18 8:30,7/26/18 8:35,-77.03965,38.896616,221233
ZNCJYS2WQHGNB,398605,7/26/18 8:30,7/26/18 8:35,-77.03137,38.898054,221234
TVER3TOB55AV7,517617,7/26/18 8:30,7/26/18 8:35,-77.037204,38.916352,221235
WONCD7LJLFDPA,184635,7/26/18 8:30,7/26/18 8:35,-77.043521,38.911082,221236
H7WM5TTQP7KXE,751554,7/26/18 8:30,7/26/18 8:35,-77.038592,38.906643,221237
NIDLTTL5RPBRH,636909,7/26/18 8:30,7/26/18 8:35,-77.02825,38.914329,221238
CQD667F7AB3RJ,683596,7/26/18 8:30,7/26/18 8:35,-77.018832,38.904976,221239
D2DZ3NTS5QA4J,150018,7/26/18 8:30,7/26/18 8:35,-77.032118,38.919025,221240
LN4CZQWEKJFFM,846811,7/26/18 8:30,7/26/18 8:35,-77.054167,38.910593,221241
XTVQY6RDEIF2Q,679300,7/26/18 8:30,7/26/18 8:35,-77.063299,38.907331,221242
SXKN5MF3QWUPN,671254,7/26/18 8:30,7/26/18 8:35,-77.062365,38.905308,221243
XD4E6V5JXFPHD,584869,7/26/18 8:30,7/26/18 8:35,-77.024886,38.908613,221244
YET566SHNKOLY,385467,7/26/18 8:25,7/26/18 8:35,-77.021754,38.919042,221245
SBEXQ3LOLCHFB,224775,7/26/18 8:35,7/26/18 8:40,-77.027284,38.896282,221246
ZXNLROMS4FLLK,610264,7/26/18 8:30,7/26/18 8:35,-76.991988,38.921005,221247
VLBDR6N2ERXJD,649294,7/26/18 8:30,7/26/18 8:35,-77.022663,38.931286,221248
D2DZ3NTS5QA4J,150018,7/26/18 8:35,7/26/18 8:40,-77.032226,38.908962,221249
PBUUUC3MMO7I6,379622,7/26/18 8:35,7/26/18 8:40,-77.024368,38.894051,221250
MUPTSJ4YKP3XC,828437,7/26/18 8:35,7/26/18 8:40,-77.036409,38.899507,221251
WONCD7LJLFDPA,184635,7/26/18 8:35,7/26/18 8:40,-77.043419,38.914287,221252
NIDLTTL5RPBRH,636909,7/26/18 8:35,7/26/18 8:40,-77.037649,38.906957,221253
HZQEOZ3CPIV2I,975877,7/26/18 8:35,7/26/18 8:40,-77.021803,38.916145,221254
UCNFLW275VPLP,456548,7/26/18 8:35,7/26/18 8:40,-77.02953,38.900062,221255
GKADHLQ5DZWNL,637558,7/26/18 8:35,7/26/18 8:40,-77.046784,38.905274,221256
WZICV6EYLL5L3,947449,7/26/18 8:35,7/26/18 8:40,-77.029443,38.901442,221257
VZ3A27H233V7A,632934,7/26/18 8:35,7/26/18 8:40,-77.021999,38.91409,221258
LZHXO5LX2H2TO,820027,7/26/18 8:35,7/26/18 8:40,-77.023047,38.913291,221259
L5ILKTJGM2UW2,359646,7/26/18 8:40,7/26/18 8:45,-77.005743,38.902069,221260
PBUUUC3MMO7I6,379622,7/26/18 8:40,7/26/18 8:45,-77.033645,38.892281,221261
GKADHLQ5DZWNL,637558,7/26/18 8:40,7/26/18 8:45,-77.046625,38.903927,221262
65N7XMUXMEE4R,421448,7/26/18 8:40,7/26/18 8:45,-77.005482,38.886048,221263
CRJPVW3UZMQQ2,621118,7/26/18 8:40,7/26/18 8:45,-77.022071,38.890484,221264
KRKWO7JXPCLWS,395278,7/26/18 8:40,7/26/18 8:45,-77.027882,38.887356,221265
KSAXRVHPIJQJW,700591,7/26/18 8:40,7/26/18 8:45,-77.024091,38.906711,221266
CQD667F7AB3RJ,683596,7/26/18 8:40,7/26/18 8:45,-77.019635,38.902742,221267
Q3WCIQ6BJIXKN,587650,7/26/18 8:40,7/26/18 8:45,-77.02615,38.896263,221268
D2DZ3NTS5QA4J,150018,7/26/18 8:40,7/26/18 8:45,-77.030138,38.899812,221269
LN4CZQWEKJFFM,846811,7/26/18 8:35,7/26/18 8:45,-77.044423,38.909885,221270
G6COEZIP63KI4,562069,7/26/18 8:40,7/26/18 8:45,-77.062615,38.902221,221271
CQGSQUC4ICOWT,969618,7/26/18 8:40,7/26/18 8:45,-77.022136,38.910703,221272
UGRHSOO3WYBBC,333873,7/26/18 8:40,7/26/18 8:45,-77.031868,38.914242,221273
HZQEOZ3CPIV2I,975877,7/26/18 8:40,7/26/18 8:45,-77.031465,38.916334,221274
TMNSN6EFDGQYS,847609,7/26/18 8:40,7/26/18 8:45,-77.03405,38.923976,221275
EXUIKBOCHDZSF,360928,7/26/18 8:40,7/26/18 8:45,-77.022136,38.910703,221276
4AL33DMIRRKZG,900098,7/26/18 8:40,7/26/18 8:45,-77.008894,38.903584,221277
ZC66TYC3IGPMA,955753,7/26/18 8:40,7/26/18 8:45,-77.006753,38.917539,221278
RGU7ZMFTMOKOH,363845,7/26/18 8:45,7/26/18 8:50,-77.035753,38.898933,221279
L5ILKTJGM2UW2,359646,7/26/18 8:45,7/26/18 8:50,-77.008951,38.895283,221280
SBEXQ3LOLCHFB,224775,7/26/18 8:45,7/26/18 8:50,-77.02672,38.890043,221281
D2DZ3NTS5QA4J,150018,7/26/18 8:45,7/26/18 8:50,-77.014184,38.89915,221282
MUPTSJ4YKP3XC,828437,7/26/18 8:45,7/26/18 8:50,-77.035909,38.898942,221283
TG4XL27WYJK4G,846723,7/26/18 8:45,7/26/18 8:50,-77.046463,38.895992,221284
65N7XMUXMEE4R,421448,7/26/18 8:45,7/26/18 8:50,-77.007368,38.88607,221285
GFKF24O4X3BI5,866938,7/26/18 8:45,7/26/18 8:50,-77.044996,38.899529,221286
XIFXBHVM5C4ZH,544177,7/26/18 8:45,7/26/18 8:50,-77.043414,38.90567,221287
LUVOIJH2M2WGH,328713,7/26/18 8:45,7/26/18 8:50,-77.046621,38.900957,221288
NIDLTTL5RPBRH,636909,7/26/18 8:45,7/26/18 8:50,-77.04318,38.905779,221289
KSAXRVHPIJQJW,700591,7/26/18 8:45,7/26/18 8:50,-77.026943,38.905736,221290
HZQEOZ3CPIV2I,975877,7/26/18 8:45,7/26/18 8:50,-77.037195,38.914093,221291
E2KYBIUAFW6EV,807504,7/26/18 8:45,7/26/18 8:50,-77.037972,38.916976,221292
O57MSY4XTVWIQ,601523,7/26/18 8:45,7/26/18 8:50,-77.056994,38.900772,221293
CQD667F7AB3RJ,683596,7/26/18 8:45,7/26/18 8:50,-77.029252,38.903934,221294
UCNFLW275VPLP,456548,7/26/18 8:45,7/26/18 8:50,-77.041612,38.903,221295
LN4CZQWEKJFFM,846811,7/26/18 8:45,7/26/18 8:50,-77.034706,38.904892,221296
EXUIKBOCHDZSF,360928,7/26/18 8:45,7/26/18 8:50,-77.026513,38.909963,221297
SHH6WDDPPCMEY,727821,7/26/18 8:45,7/26/18 8:50,-77.042765,38.908276,221298
ZDEGESBJBDO3R,988502,7/26/18 8:45,7/26/18 8:50,-77.063169,38.904016,221299
AMOBTFGN77GPJ,109651,7/26/18 8:45,7/26/18 8:50,-77.039741,38.901507,221300
DZXWM5RUX7257,243154,7/26/18 8:45,7/26/18 8:50,-77.022181,38.908947,221301
AA4BD2IP3IFO7,797786,7/26/18 8:45,7/26/18 8:50,-77.02748,38.902251,221302
LZHXO5LX2H2TO,820027,7/26/18 8:45,7/26/18 8:50,-77.038131,38.912722,221303
URJNIVROPVLIE,606941,7/26/18 8:45,7/26/18 8:50,-77.01702,38.914431,221304
6A5IKM2MG7NCC,727064,7/26/18 8:45,7/26/18 8:50,-77.033038,38.917932,221305
TG4XL27WYJK4G,846723,7/26/18 8:50,7/26/18 8:55,-77.046666,38.893033,221306
ZC66TYC3IGPMA,955753,7/26/18 8:45,7/26/18 8:50,-77.015913,38.914596,221307
HZQEOZ3CPIV2I,975877,7/26/18 8:50,7/26/18 8:55,-77.046031,38.906897,221308
IEA6W32YCSEZS,412306,7/26/18 8:50,7/26/18 8:55,-77.025854,38.887254,221309
EOYRMHD7AGKNZ,899701,7/26/18 8:50,7/26/18 8:55,-77.01764,38.898541,221310
L5ILKTJGM2UW2,359646,7/26/18 8:50,7/26/18 8:55,-77.023024,38.893842,221311
MUPTSJ4YKP3XC,828437,7/26/18 8:50,7/26/18 8:55,-77.033774,38.894952,221312
MFCMMYZUGYXR7,163936,7/26/18 8:50,7/26/18 8:55,-77.03011,38.887295,221313
SCZMLZMEEJKY5,835544,7/26/18 8:50,7/26/18 8:55,-77.017277,38.896233,221314
3V4UKYDF47SLD,487557,7/26/18 8:50,7/26/18 8:55,-77.00377,38.905644,221315
FZ4HSPNBEYL3S,229116,7/26/18 8:50,7/26/18 8:55,-77.046373,38.896138,221316
AMOBTFGN77GPJ,109651,7/26/18 8:50,7/26/18 8:55,-77.038364,38.900814,221317
KRKWO7JXPCLWS,395278,7/26/18 8:50,7/26/18 8:55,-77.005743,38.891979,221318
TVER3TOB55AV7,517617,7/26/18 8:50,7/26/18 8:55,-77.044945,38.906932,221319
KJFBJSB62UB47,415448,7/26/18 8:50,7/26/18 8:55,-77.048777,38.900713,221320
URJNIVROPVLIE,606941,7/26/18 8:50,7/26/18 8:55,-77.028495,38.918121,221321
G4K5GMJMWVXQI,735153,7/26/18 8:50,7/26/18 8:55,-77.038536,38.901519,221322
XIFXBHVM5C4ZH,544177,7/26/18 8:50,7/26/18 8:55,-77.048387,38.905401,221323
LUVOIJH2M2WGH,328713,7/26/18 8:50,7/26/18 8:55,-77.044861,38.90329,221324
NIDLTTL5RPBRH,636909,7/26/18 8:50,7/26/18 8:55,-77.043726,38.909065,221325
KSAXRVHPIJQJW,700591,7/26/18 8:50,7/26/18 8:55,-77.041312,38.905529,221326
22EFIC5BGGP3F,924673,7/26/18 8:50,7/26/18 8:55,-77.051347,38.903771,221327
EE3NBZV42RV3Z,971574,7/26/18 8:50,7/26/18 8:55,-77.021201,38.913571,221328
EQCWWNEBLJ2EP,845213,7/26/18 8:50,7/26/18 8:55,-77.06168,38.905263,221329
EXUIKBOCHDZSF,360928,7/26/18 8:50,7/26/18 8:55,-77.038572,38.905885,221330
XTVQY6RDEIF2Q,679300,7/26/18 8:50,7/26/18 8:55,-77.059188,38.905914,221331
JQCGUMUB5X2DU,377329,7/26/18 8:50,7/26/18 8:55,-77.023848,38.909737,221332
ZC66TYC3IGPMA,955753,7/26/18 8:50,7/26/18 8:55,-77.025881,38.913881,221333
DZXWM5RUX7257,243154,7/26/18 8:50,7/26/18 8:55,-77.026783,38.908571,221334
PVEPCMGK4AHIA,119931,7/26/18 8:50,7/26/18 8:55,-77.023848,38.909737,221335
AA4BD2IP3IFO7,797786,7/26/18 8:50,7/26/18 8:55,-77.030638,38.902732,221336
KNS6RKLMJ4RQT,592105,7/26/18 8:50,7/26/18 8:55,-77.021971,38.907546,221337
LZHXO5LX2H2TO,820027,7/26/18 8:50,7/26/18 8:55,-77.038468,38.906724,221338
25QE6TA5IAJ5Z,301228,7/26/18 8:50,7/26/18 8:55,-77.027173,38.909575,221339
VLK647IWET4OC,783240,7/26/18 8:50,7/26/18 8:55,-76.996232,38.919867,221340
RGU7ZMFTMOKOH,363845,7/26/18 8:55,7/26/18 9:00,-77.034304,38.890487,221341
6A5IKM2MG7NCC,727064,7/26/18 8:50,7/26/18 8:55,-77.029537,38.917002,221342
EDYEGRFKMGYWH,637299,7/26/18 8:55,7/26/18 9:00,-77.007986,38.896854,221343
3V4UKYDF47SLD,487557,7/26/18 8:55,7/26/18 9:00,-77.003521,38.90084,221344
TG4XL27WYJK4G,846723,7/26/18 8:55,7/26/18 9:00,-77.037598,38.887022,221345
NWRANMDFFJ3QB,369354,7/26/18 8:55,7/26/18 9:00,-77.019201,38.895028,221346
XIFXBHVM5C4ZH,544177,7/26/18 8:55,7/26/18 9:00,-77.059025,38.903017,221347
WPVCF3WNAY57G,519073,7/26/18 8:55,7/26/18 9:00,-77.028306,38.898874,221348
WQ2PFGU2RANOG,217482,7/26/18 8:55,7/26/18 9:00,-77.044797,38.902448,221349
EOYRMHD7AGKNZ,899701,7/26/18 8:55,7/26/18 9:00,-77.019172,38.899692,221350
JQCGUMUB5X2DU,377329,7/26/18 8:55,7/26/18 9:00,-77.024012,38.903827,221351
FZ4HSPNBEYL3S,229116,7/26/18 8:55,7/26/18 9:00,-77.050009,38.896778,221352
6XMPWKKIAEU75,297736,7/26/18 8:55,7/26/18 9:00,-77.010534,38.898299,221353
WONCD7LJLFDPA,184635,7/26/18 8:55,7/26/18 9:00,-77.044945,38.915914,221354
URJNIVROPVLIE,606941,7/26/18 8:55,7/26/18 9:00,-77.039506,38.914841,221355
BH7UEG3ICDLV6,881176,7/26/18 8:55,7/26/18 9:00,-77.022181,38.908947,221356
FNJNCBPTBINQ6,213669,7/26/18 8:55,7/26/18 9:00,-77.023425,38.929733,221357
TMNSN6EFDGQYS,847609,7/26/18 8:55,7/26/18 9:00,-77.046239,38.904778,221358
EE3NBZV42RV3Z,971574,7/26/18 8:55,7/26/18 9:00,-77.019838,38.91446,221359
SACC4443UH6T6,216742,7/26/18 8:55,7/26/18 9:00,-76.993922,38.921384,221360
EQCWWNEBLJ2EP,845213,7/26/18 8:55,7/26/18 9:00,-77.053374,38.905153,221361
