id,plate,startts,endts,endlng,endlat,my_id
LZHXO5LX2H2TO,820027,7/26/18 17:50,7/26/18 17:55,-77.032035,38.919265,127497
LZHXO5LX2H2TO,820027,7/26/18 18:05,7/26/18 18:10,-77.031626,38.924039,127498
LZHXO5LX2H2TO,820027,7/26/18 18:10,7/26/18 18:15,-77.032443,38.926241,127499
LZHXO5LX2H2TO,820027,7/26/18 18:25,7/26/18 18:30,-77.041322,38.923776,127500
LZHXO5LX2H2TO,820027,7/26/18 18:30,7/26/18 18:35,-77.039083,38.924062,127501
LZHXO5LX2H2TO,820027,7/26/18 18:35,7/26/18 18:40,-77.040049,38.924294,127502
LZHXO5LX2H2TO,820027,7/26/18 19:30,7/26/18 19:35,-77.040777,38.923987,127503
Q2QDFYT2TO2TM,175453,7/26/18 9:30,7/26/18 9:35,-77.048794,38.904147,128500
Q2QDFYT2TO2TM,175453,7/26/18 9:45,7/26/18 9:50,-77.042496,38.907326,128501
Q2QDFYT2TO2TM,175453,7/26/18 10:25,7/26/18 10:30,-77.038678,38.901202,128502
Q2QDFYT2TO2TM,175453,7/26/18 11:25,7/26/18 11:30,-77.034769,38.902657,128503
Q2QDFYT2TO2TM,175453,7/26/18 11:35,7/26/18 11:40,-77.033716,38.902524,128504
Q2QDFYT2TO2TM,175453,7/26/18 11:40,7/26/18 11:45,-77.027469,38.900884,128505
Q2QDFYT2TO2TM,175453,7/26/18 11:45,7/26/18 11:50,-77.012578,38.898849,128506
Q2QDFYT2TO2TM,175453,7/26/18 13:30,7/26/18 13:35,-77.037861,38.899967,128507
Q2QDFYT2TO2TM,175453,7/26/18 14:20,7/26/18 14:25,-77.038002,38.907655,128508
VG7QAASJ6VQI4,651023,7/26/18 14:15,7/26/18 14:20,-77.049979,38.891105,167522
SCZMLZMEEJKY5,835544,7/26/18 13:45,7/26/18 13:50,-77.022391,38.888622,167662
JQCGUMUB5X2DU,377329,7/26/18 14:10,7/26/18 14:15,-77.03932,38.892557,167681
QSKT4GQYMUQID,763131,7/26/18 15:35,7/26/18 15:40,-77.021918,38.916143,167867
AMOBTFGN77GPJ,109651,7/26/18 14:30,7/26/18 14:35,-77.033737,38.89522,167878
MFCMMYZUGYXR7,163936,7/26/18 6:00,7/26/18 6:05,-77.003927,38.907468,220957
JN7GKUU5QRRJC,828668,7/26/18 6:00,7/26/18 6:05,-76.995824,38.920368,220958
AXS4CHK7MJIXF,745432,7/26/18 6:05,7/26/18 6:10,-77.005484,38.893804,220959
MFCMMYZUGYXR7,163936,7/26/18 6:05,7/26/18 6:10,-77.00693,38.897167,220960
FNJNCBPTBINQ6,213669,7/26/18 6:05,7/26/18 6:10,-76.995653,38.933107,220961
RXZPDOLQGELV5,946602,7/26/18 6:05,7/26/18 6:10,-76.995653,38.933107,220962
NEYX3SUKLYNCY,336432,7/26/18 6:10,7/26/18 6:15,-77.04544,38.90375,220963
ZDEGESBJBDO3R,988502,7/26/18 6:10,7/26/18 6:15,-77.062682,38.902203,220964
C3V3BUKN6WGV4,324913,7/26/18 6:10,7/26/18 6:15,-77.028304,38.903908,220965
V2G2QAXPGCREB,408310,7/26/18 6:05,7/26/18 6:15,-77.0474,38.927285,220966
MYYKW4HFXHEOV,533805,7/26/18 6:15,7/26/18 6:20,-77.062534,38.902313,220967
XTVQY6RDEIF2Q,679300,7/26/18 6:15,7/26/18 6:20,-77.06168,38.905263,220968
NEYX3SUKLYNCY,336432,7/26/18 6:15,7/26/18 6:20,-77.041442,38.906132,220969
KP32TLZZHSBA4,310463,7/26/18 6:20,7/26/18 6:25,-76.988955,38.862466,220970
LUVOIJH2M2WGH,328713,7/26/18 6:20,7/26/18 6:25,-77.051183,38.898114,220971
LN4CZQWEKJFFM,846811,7/26/18 6:20,7/26/18 6:25,-77.038536,38.90368,220972
HB54PT56AO7EI,670682,7/26/18 6:20,7/26/18 6:25,-77.049501,38.902357,220973
FNJNCBPTBINQ6,213669,7/26/18 6:20,7/26/18 6:25,-76.99512,38.933708,220974
LN4CZQWEKJFFM,846811,7/26/18 6:25,7/26/18 6:30,-77.038549,38.902681,220975
PK2OOI4K6CO67,218813,7/26/18 6:45,7/26/18 6:50,-77.046528,38.913309,220976
RGU7ZMFTMOKOH,363845,7/26/18 6:50,7/26/18 6:55,-77.010569,38.898167,220977
KF5NEUHERMTQT,478947,7/26/18 6:50,7/26/18 6:55,-77.029976,38.901214,220978
RXZPDOLQGELV5,946602,7/26/18 6:50,7/26/18 6:55,-77.003957,38.905566,220979
5QCW36RIGKI3I,188920,7/26/18 6:50,7/26/18 6:55,-77.027037,38.91355,220980
OS5XL7QJ7SFPX,843583,7/26/18 6:50,7/26/18 6:55,-77.048259,38.909639,220981
PK2OOI4K6CO67,218813,7/26/18 6:50,7/26/18 6:55,-77.059134,38.906854,220982
KF5NEUHERMTQT,478947,7/26/18 6:55,7/26/18 7:00,-77.028663,38.901509,220983
3RO3UL2FOL6JM,603035,7/26/18 6:55,7/26/18 7:00,-77.008678,38.916451,220984
2FI5JE23VV5IL,292652,7/26/18 6:55,7/26/18 7:00,-77.036351,38.91742,220985
G6COEZIP63KI4,562069,7/26/18 6:55,7/26/18 7:00,-77.063522,38.902606,220986
FOOMCZ4AAEG2U,232434,7/26/18 6:55,7/26/18 7:00,-77.021358,38.91404,220987
5QCW36RIGKI3I,188920,7/26/18 7:00,7/26/18 7:05,-77.027071,38.907065,220988
C3V3BUKN6WGV4,324913,7/26/18 7:00,7/26/18 7:05,-77.026445,38.896073,220989
NWRANMDFFJ3QB,369354,7/26/18 7:00,7/26/18 7:05,-77.028065,38.908913,220990
IEA6W32YCSEZS,412306,7/26/18 7:00,7/26/18 7:05,-77.041406,38.925624,220991
YELWETKAJZUXE,695410,7/26/18 7:00,7/26/18 7:05,-77.033556,38.916974,220992
FOOMCZ4AAEG2U,232434,7/26/18 7:00,7/26/18 7:05,-77.02212,38.914903,220993
KP32TLZZHSBA4,310463,7/26/18 7:05,7/26/18 7:10,-76.989219,38.861756,220994
MFCMMYZUGYXR7,163936,7/26/18 7:05,7/26/18 7:10,-77.013359,38.891065,220995
YELWETKAJZUXE,695410,7/26/18 7:05,7/26/18 7:10,-77.045818,38.90965,220996
MFCMMYZUGYXR7,163936,7/26/18 7:10,7/26/18 7:15,-77.028206,38.887748,220997
4Y4LUG7JQ63S2,511525,7/26/18 7:10,7/26/18 7:15,-77.048797,38.903473,220998
GTMW6LVAGQ6CO,661043,7/26/18 7:10,7/26/18 7:15,-77.039161,38.91411,220999
YELWETKAJZUXE,695410,7/26/18 7:15,7/26/18 7:20,-77.073438,38.90635,221000
KRKWO7JXPCLWS,395278,7/26/18 7:15,7/26/18 7:20,-77.031754,38.920139,221001
KP32TLZZHSBA4,310463,7/26/18 7:20,7/26/18 7:25,-76.988955,38.862466,221002
VLBDR6N2ERXJD,649294,7/26/18 7:15,7/26/18 7:20,-77.023581,38.930134,221003
22EFIC5BGGP3F,924673,7/26/18 7:20,7/26/18 7:25,-77.050671,38.902852,221004
2FI5JE23VV5IL,292652,7/26/18 7:20,7/26/18 7:25,-77.053226,38.909236,221005
SBEXQ3LOLCHFB,224775,7/26/18 7:20,7/26/18 7:25,-77.026728,38.89834,221006
65N7XMUXMEE4R,421448,7/26/18 7:20,7/26/18 7:25,-77.003291,38.907361,221007
FOOMCZ4AAEG2U,232434,7/26/18 7:20,7/26/18 7:25,-77.036736,38.907222,221008
Q2QDFYT2TO2TM,175453,7/26/18 7:20,7/26/18 7:25,-77.023634,38.907097,221009
6A5IKM2MG7NCC,727064,7/26/18 7:20,7/26/18 7:25,-77.033464,38.917367,221010
2FI5JE23VV5IL,292652,7/26/18 7:25,7/26/18 7:30,-77.065144,38.905549,221011
Q2QDFYT2TO2TM,175453,7/26/18 7:25,7/26/18 7:30,-77.028328,38.908586,221012
KRKWO7JXPCLWS,395278,7/26/18 7:25,7/26/18 7:30,-77.031948,38.914842,221013
FNJNCBPTBINQ6,213669,7/26/18 7:25,7/26/18 7:30,-77.00689,38.931291,221014
E2LLAX37APYUX,966031,7/26/18 7:25,7/26/18 7:30,-77.037275,38.926096,221015
KQHWS4MS2HLFU,631828,7/26/18 7:30,7/26/18 7:35,-77.032127,38.906454,221016
SK2FWGSCL26SV,882721,7/26/18 7:30,7/26/18 7:35,-77.024012,38.903049,221017
KF5NEUHERMTQT,478947,7/26/18 7:30,7/26/18 7:35,-77.033646,38.899534,221018
2FI5JE23VV5IL,292652,7/26/18 7:30,7/26/18 7:35,-77.061868,38.905141,221019
65N7XMUXMEE4R,421448,7/26/18 7:30,7/26/18 7:35,-77.002056,38.905582,221020
FOOMCZ4AAEG2U,232434,7/26/18 7:30,7/26/18 7:35,-77.032053,38.903797,221021
KRKWO7JXPCLWS,395278,7/26/18 7:30,7/26/18 7:35,-77.028666,38.907235,221022
BQ7RU7QQ2O2MZ,363018,7/26/18 7:30,7/26/18 7:35,-77.041562,38.911652,221023
E2LLAX37APYUX,966031,7/26/18 7:30,7/26/18 7:35,-77.052202,38.924703,221024
MBSFAG3KWGBRC,771565,7/26/18 7:30,7/26/18 7:35,-77.05418,38.910607,221025
FNJNCBPTBINQ6,213669,7/26/18 7:30,7/26/18 7:35,-77.023366,38.92978,221026
ZNCJYS2WQHGNB,398605,7/26/18 7:35,7/26/18 7:40,-77.045284,38.89844,221027
BQ7RU7QQ2O2MZ,363018,7/26/18 7:35,7/26/18 7:40,-77.040375,38.904273,221028
UCNFLW275VPLP,456548,7/26/18 7:35,7/26/18 7:40,-77.034545,38.906512,221029
LN4CZQWEKJFFM,846811,7/26/18 7:35,7/26/18 7:40,-77.066276,38.914805,221030
TM2M53VUQDTO5,749220,7/26/18 7:35,7/26/18 7:40,-77.022023,38.905729,221031
MBSFAG3KWGBRC,771565,7/26/18 7:35,7/26/18 7:40,-77.044784,38.915276,221032
SXKN5MF3QWUPN,671254,7/26/18 7:35,7/26/18 7:40,-77.046638,38.91181,221033
FOOMCZ4AAEG2U,232434,7/26/18 7:35,7/26/18 7:40,-77.020118,38.902497,221034
KRKWO7JXPCLWS,395278,7/26/18 7:35,7/26/18 7:40,-77.026032,38.905621,221035
TMYQ22CS42GMO,198814,7/26/18 7:35,7/26/18 7:40,-77.037364,38.925947,221036
MINDEKMSQIK5C,177440,7/26/18 7:35,7/26/18 7:40,-77.000325,38.918741,221037
G6RRXHPQ5IDCT,928828,7/26/18 7:35,7/26/18 7:40,-77.036316,38.932143,221038
J6SMN5ABTHCVZ,294828,7/26/18 7:35,7/26/18 7:40,-77.031864,38.920347,221039
BQ7RU7QQ2O2MZ,363018,7/26/18 7:40,7/26/18 7:45,-77.039443,38.898536,221040
TM2M53VUQDTO5,749220,7/26/18 7:40,7/26/18 7:45,-77.023029,38.904279,221041
SXKN5MF3QWUPN,671254,7/26/18 7:40,7/26/18 7:45,-77.042047,38.903583,221042
DVMLTY5NMMEM6,206567,7/26/18 7:40,7/26/18 7:45,-77.063062,38.901939,221043
FOOMCZ4AAEG2U,232434,7/26/18 7:40,7/26/18 7:45,-77.00616,38.902326,221044
KRKWO7JXPCLWS,395278,7/26/18 7:40,7/26/18 7:45,-77.026018,38.903889,221045
H7WM5TTQP7KXE,751554,7/26/18 7:40,7/26/18 7:45,-77.040627,38.908789,221046
TMYQ22CS42GMO,198814,7/26/18 7:40,7/26/18 7:45,-77.041688,38.913468,221047
OS5XL7QJ7SFPX,843583,7/26/18 7:40,7/26/18 7:45,-77.048095,38.912171,221048
MWNK6S7KOWCMZ,305215,7/26/18 7:40,7/26/18 7:45,-76.977141,38.915788,221049
65N7XMUXMEE4R,421448,7/26/18 7:40,7/26/18 7:45,-76.999154,38.906505,221050
GTMW6LVAGQ6CO,661043,7/26/18 7:40,7/26/18 7:45,-77.038328,38.905644,221051
Q2QDFYT2TO2TM,175453,7/26/18 7:40,7/26/18 7:45,-77.029335,38.908169,221052
J6SMN5ABTHCVZ,294828,7/26/18 7:40,7/26/18 7:45,-77.036107,38.928503,221053
UCNFLW275VPLP,456548,7/26/18 7:45,7/26/18 7:50,-77.019221,38.901224,221054
SXKN5MF3QWUPN,671254,7/26/18 7:45,7/26/18 7:50,-77.04334,38.905101,221055
GTMW6LVAGQ6CO,661043,7/26/18 7:45,7/26/18 7:50,-77.043045,38.903713,221056
Q2QDFYT2TO2TM,175453,7/26/18 7:45,7/26/18 7:50,-77.036972,38.90352,221057
U5HMBRCSZMCH5,582345,7/26/18 7:45,7/26/18 7:50,-77.029834,38.916587,221058
6GOHGSYCCAPXA,949055,7/26/18 7:45,7/26/18 7:50,-77.035603,38.928536,221059
EOYRMHD7AGKNZ,899701,7/26/18 7:45,7/26/18 7:50,-76.994978,38.928073,221060
MWNK6S7KOWCMZ,305215,7/26/18 7:45,7/26/18 7:50,-76.983696,38.914766,221061
WZICV6EYLL5L3,947449,7/26/18 7:45,7/26/18 7:50,-77.032371,38.927615,221062
BQ7RU7QQ2O2MZ,363018,7/26/18 7:50,7/26/18 7:55,-77.036437,38.898739,221063
RXZPDOLQGELV5,946602,7/26/18 7:50,7/26/18 7:55,-77.005823,38.888293,221064
WQ2PFGU2RANOG,217482,7/26/18 7:50,7/26/18 7:55,-77.04369,38.897443,221065
G6RRXHPQ5IDCT,928828,7/26/18 7:45,7/26/18 7:50,-77.037591,38.946985,221066
J6SMN5ABTHCVZ,294828,7/26/18 7:45,7/26/18 7:50,-77.051909,38.934078,221067
AA4BD2IP3IFO7,797786,7/26/18 7:50,7/26/18 7:55,-77.03179,38.900975,221068
KQHWS4MS2HLFU,631828,7/26/18 7:50,7/26/18 7:55,-77.029365,38.90495,221069
OS5XL7QJ7SFPX,843583,7/26/18 7:50,7/26/18 7:55,-77.046409,38.915899,221070
EWWXRMN2UX62T,379166,7/26/18 7:50,7/26/18 7:55,-77.032955,38.912601,221071
E7LGNYIGLGZPI,840517,7/26/18 7:50,7/26/18 7:55,-77.046187,38.915838,221072
AMOBTFGN77GPJ,109651,7/26/18 7:50,7/26/18 7:55,-77.041662,38.912382,221073
65N7XMUXMEE4R,421448,7/26/18 7:50,7/26/18 7:55,-77.000483,38.904037,221074
Q2QDFYT2TO2TM,175453,7/26/18 7:50,7/26/18 7:55,-77.03679,38.90171,221075
6GOHGSYCCAPXA,949055,7/26/18 7:50,7/26/18 7:55,-77.033205,38.928816,221076
J6SMN5ABTHCVZ,294828,7/26/18 7:50,7/26/18 7:55,-77.06287,38.942733,221077
KQHWS4MS2HLFU,631828,7/26/18 7:55,7/26/18 8:00,-77.025267,38.90334,221078
U5HMBRCSZMCH5,582345,7/26/18 7:55,7/26/18 8:00,-77.034295,38.902568,221079
RGU7ZMFTMOKOH,363845,7/26/18 7:55,7/26/18 8:00,-77.027116,38.902553,221080
BQ7RU7QQ2O2MZ,363018,7/26/18 7:55,7/26/18 8:00,-77.024067,38.902277,221081
2FS7YZZBVGNQI,442793,7/26/18 7:55,7/26/18 8:00,-77.050573,38.903816,221082
AXS4CHK7MJIXF,745432,7/26/18 7:55,7/26/18 8:00,-77.009058,38.896234,221083
EOYRMHD7AGKNZ,899701,7/26/18 7:55,7/26/18 8:00,-77.005936,38.901689,221084
UCNFLW275VPLP,456548,7/26/18 7:55,7/26/18 8:00,-77.009331,38.897759,221085
G6COEZIP63KI4,562069,7/26/18 7:55,7/26/18 8:00,-77.062717,38.90225,221086
DVMLTY5NMMEM6,206567,7/26/18 7:55,7/26/18 8:00,-77.063522,38.902606,221087
KRKWO7JXPCLWS,395278,7/26/18 7:55,7/26/18 8:00,-77.030368,38.885762,221088
ATACARIIA6OEC,625797,7/26/18 7:55,7/26/18 8:00,-77.045571,38.917717,221089
7N2S3SZIW7DAM,241526,7/26/18 7:55,7/26/18 8:00,-76.996058,38.922194,221090
OS5XL7QJ7SFPX,843583,7/26/18 7:55,7/26/18 8:00,-77.045628,38.917357,221091
EDYEGRFKMGYWH,637299,7/26/18 7:55,7/26/18 8:00,-76.99586,38.919689,221092
EWWXRMN2UX62T,379166,7/26/18 7:55,7/26/18 8:00,-77.034506,38.906674,221093
AMOBTFGN77GPJ,109651,7/26/18 7:55,7/26/18 8:00,-77.039092,38.906433,221094
35QJHOSKXULEI,899171,7/26/18 7:55,7/26/18 8:00,-77.045641,38.91728,221095
XD4E6V5JXFPHD,584869,7/26/18 7:55,7/26/18 8:00,-77.037976,38.915553,221096
AXS4CHK7MJIXF,745432,7/26/18 8:00,7/26/18 8:05,-77.02172,38.89732,221097
UCNFLW275VPLP,456548,7/26/18 8:00,7/26/18 8:05,-77.01251,38.888932,221098
ZGVKFO76M5LA6,827611,7/26/18 7:55,7/26/18 8:00,-77.025619,38.937554,221099
KQHWS4MS2HLFU,631828,7/26/18 8:00,7/26/18 8:05,-77.020141,38.901604,221100
RGU7ZMFTMOKOH,363845,7/26/18 8:00,7/26/18 8:05,-77.038489,38.90139,221101
BQ7RU7QQ2O2MZ,363018,7/26/18 8:00,7/26/18 8:05,-77.023525,38.90858,221102
23MZG3NPRFAEI,275997,7/26/18 8:00,7/26/18 8:05,-77.018924,38.909745,221103
MUPTSJ4YKP3XC,828437,7/26/18 8:00,7/26/18 8:05,-77.025,38.901125,221104
NQPC646OM3YQ5,722403,7/26/18 8:00,7/26/18 8:05,-77.031947,38.914517,221105
XTVQY6RDEIF2Q,679300,7/26/18 8:00,7/26/18 8:05,-77.061153,38.903158,221106
NEYX3SUKLYNCY,336432,7/26/18 8:00,7/26/18 8:05,-77.037125,38.902404,221107
XD4E6V5JXFPHD,584869,7/26/18 8:00,7/26/18 8:05,-77.02658,38.914097,221108
ATACARIIA6OEC,625797,7/26/18 8:00,7/26/18 8:05,-77.043532,38.923481,221109
G4K5GMJMWVXQI,735153,7/26/18 8:00,7/26/18 8:05,-77.041863,38.920185,221110
E2KYBIUAFW6EV,807504,7/26/18 8:00,7/26/18 8:05,-77.031093,38.918102,221111
CQD667F7AB3RJ,683596,7/26/18 8:00,7/26/18 8:05,-76.996782,38.920797,221112
E7LGNYIGLGZPI,840517,7/26/18 8:00,7/26/18 8:05,-77.043521,38.923422,221113
35QJHOSKXULEI,899171,7/26/18 8:00,7/26/18 8:05,-77.043552,38.923464,221114
ZGVKFO76M5LA6,827611,7/26/18 8:00,7/26/18 8:05,-77.025596,38.923899,221115
74BPUB5PBJZ6A,654527,7/26/18 8:05,7/26/18 8:10,-77.011947,38.897962,221116
7N2S3SZIW7DAM,241526,7/26/18 8:05,7/26/18 8:10,-77.007455,38.897401,221117
AXS4CHK7MJIXF,745432,7/26/18 8:05,7/26/18 8:10,-77.027825,38.901272,221118
EOYRMHD7AGKNZ,899701,7/26/18 8:00,7/26/18 8:10,-77.010511,38.898119,221119
XTVQY6RDEIF2Q,679300,7/26/18 8:05,7/26/18 8:10,-77.061436,38.901767,221120
NEYX3SUKLYNCY,336432,7/26/18 8:05,7/26/18 8:10,-77.032603,38.897504,221121
G4K5GMJMWVXQI,735153,7/26/18 8:05,7/26/18 8:10,-77.038564,38.909429,221122
E2KYBIUAFW6EV,807504,7/26/18 8:05,7/26/18 8:10,-77.037884,38.917113,221123
23MZG3NPRFAEI,275997,7/26/18 8:05,7/26/18 8:10,-77.021739,38.905693,221124
CQD667F7AB3RJ,683596,7/26/18 8:05,7/26/18 8:10,-77.002779,38.909133,221125
2FI5JE23VV5IL,292652,7/26/18 8:05,7/26/18 8:10,-77.064995,38.905035,221126
NQPC646OM3YQ5,722403,7/26/18 8:05,7/26/18 8:10,-77.034968,38.90565,221127
TG4XL27WYJK4G,846723,7/26/18 8:05,7/26/18 8:10,-77.046228,38.906696,221128
XD4E6V5JXFPHD,584869,7/26/18 8:05,7/26/18 8:10,-77.022041,38.914188,221129
ZGVKFO76M5LA6,827611,7/26/18 8:05,7/26/18 8:10,-77.028183,38.910291,221130
5D2OMCUOW3L3A,158898,7/26/18 8:10,7/26/18 8:15,-77.031972,38.894532,221131
WEJXOWHHB7X7M,279397,7/26/18 8:05,7/26/18 8:10,-77.008086,38.953432,221132
23MZG3NPRFAEI,275997,7/26/18 8:10,7/26/18 8:15,-77.021958,38.897116,221133
OS5XL7QJ7SFPX,843583,7/26/18 8:05,7/26/18 8:10,-77.042993,38.92762,221134
4AL33DMIRRKZG,900098,7/26/18 8:05,7/26/18 8:10,-76.996861,38.932481,221135
E7LGNYIGLGZPI,840517,7/26/18 8:05,7/26/18 8:10,-77.043051,38.927789,221136
35QJHOSKXULEI,899171,7/26/18 8:05,7/26/18 8:10,-77.042997,38.927724,221137
KQHWS4MS2HLFU,631828,7/26/18 8:10,7/26/18 8:15,-77.024785,38.902013,221138
G4K5GMJMWVXQI,735153,7/26/18 8:10,7/26/18 8:15,-77.038536,38.901519,221139
UCNFLW275VPLP,456548,7/26/18 8:10,7/26/18 8:15,-77.012069,38.900403,221140
3V4UKYDF47SLD,487557,7/26/18 8:10,7/26/18 8:15,-77.003779,38.905671,221141
TG4XL27WYJK4G,846723,7/26/18 8:10,7/26/18 8:15,-77.05012,38.90109,221142
SXKN5MF3QWUPN,671254,7/26/18 8:10,7/26/18 8:15,-77.046614,38.905646,221143
GTMW6LVAGQ6CO,661043,7/26/18 8:10,7/26/18 8:15,-77.032098,38.900094,221144
AA4BD2IP3IFO7,797786,7/26/18 8:10,7/26/18 8:15,-77.027805,38.902473,221145
ZGVKFO76M5LA6,827611,7/26/18 8:10,7/26/18 8:15,-77.029836,38.902742,221146
WONCD7LJLFDPA,184635,7/26/18 8:10,7/26/18 8:15,-77.041659,38.914445,221147
6GOHGSYCCAPXA,949055,7/26/18 8:10,7/26/18 8:15,-77.039228,38.924975,221148
EJ5Z4PWWD5SLQ,505867,7/26/18 8:10,7/26/18 8:15,-77.04604,38.914497,221149
4AL33DMIRRKZG,900098,7/26/18 8:10,7/26/18 8:15,-77.009175,38.924725,221150
WZICV6EYLL5L3,947449,7/26/18 8:10,7/26/18 8:15,-77.032043,38.912714,221151
5EFM2QUBWLAQQ,798620,7/26/18 8:10,7/26/18 8:15,-77.024026,38.939519,221152
7N2S3SZIW7DAM,241526,7/26/18 8:15,7/26/18 8:20,-77.012103,38.895311,221153
WEJXOWHHB7X7M,279397,7/26/18 8:10,7/26/18 8:15,-77.01354,38.953432,221154
NQPC646OM3YQ5,722403,7/26/18 8:15,7/26/18 8:20,-77.050178,38.897925,221155
HB54PT56AO7EI,670682,7/26/18 8:15,7/26/18 8:20,-77.041928,38.899436,221156
FZ4HSPNBEYL3S,229116,7/26/18 8:15,7/26/18 8:20,-77.049173,38.899597,221157
VLBDR6N2ERXJD,649294,7/26/18 8:10,7/26/18 8:15,-77.024437,38.935432,221158
65N7XMUXMEE4R,421448,7/26/18 8:15,7/26/18 8:20,-77.000575,38.89206,221159
GTMW6LVAGQ6CO,661043,7/26/18 8:15,7/26/18 8:20,-77.033657,38.892813,221160
WONCD7LJLFDPA,184635,7/26/18 8:15,7/26/18 8:20,-77.043521,38.911082,221161
5GVCTW43QHZZK,900307,7/26/18 8:15,7/26/18 8:20,-77.040862,38.903751,221162
KQHWS4MS2HLFU,631828,7/26/18 8:15,7/26/18 8:20,-77.034456,38.902977,221163
XIFXBHVM5C4ZH,544177,7/26/18 8:15,7/26/18 8:20,-77.041638,38.912674,221164
UGRHSOO3WYBBC,333873,7/26/18 8:15,7/26/18 8:20,-77.028926,38.91105,221165
OFKJACS5FBNX3,115552,7/26/18 8:15,7/26/18 8:20,-77.0238,38.902248,221166
EJ5Z4PWWD5SLQ,505867,7/26/18 8:15,7/26/18 8:20,-77.046569,38.902613,221167
XTVQY6RDEIF2Q,679300,7/26/18 8:15,7/26/18 8:20,-77.067069,38.90678,221168
4AL33DMIRRKZG,900098,7/26/18 8:15,7/26/18 8:20,-77.009208,38.910992,221169
SXKN5MF3QWUPN,671254,7/26/18 8:15,7/26/18 8:20,-77.062306,38.905184,221170
WZICV6EYLL5L3,947449,7/26/18 8:15,7/26/18 8:20,-77.031518,38.903953,221171
JGYJEXMICBG5U,482706,7/26/18 8:15,7/26/18 8:20,-77.023817,38.901991,221172
5EFM2QUBWLAQQ,798620,7/26/18 8:15,7/26/18 8:20,-77.024839,38.941999,221173
EN555BNHT2QIJ,502410,7/26/18 8:15,7/26/18 8:20,-77.013334,38.915407,221174
J6SMN5ABTHCVZ,294828,7/26/18 8:15,7/26/18 8:20,-77.06858,38.943235,221175
74BPUB5PBJZ6A,654527,7/26/18 8:20,7/26/18 8:25,-77.010569,38.898167,221176
OFKJACS5FBNX3,115552,7/26/18 8:20,7/26/18 8:25,-77.023983,38.895933,221177
PBUUUC3MMO7I6,379622,7/26/18 8:20,7/26/18 8:25,-77.009215,38.897488,221178
NQPC646OM3YQ5,722403,7/26/18 8:20,7/26/18 8:25,-77.050239,38.893586,221179
EJ5Z4PWWD5SLQ,505867,7/26/18 8:20,7/26/18 8:25,-77.044677,38.900521,221180
TM2M53VUQDTO5,749220,7/26/18 8:20,7/26/18 8:25,-77.024506,38.902588,221181
HB54PT56AO7EI,670682,7/26/18 8:20,7/26/18 8:25,-77.03518,38.89877,221182
4AL33DMIRRKZG,900098,7/26/18 8:20,7/26/18 8:25,-77.008931,38.900316,221183
TG4XL27WYJK4G,846723,7/26/18 8:20,7/26/18 8:25,-77.046551,38.896122,221184
WZICV6EYLL5L3,947449,7/26/18 8:20,7/26/18 8:25,-77.029303,38.901177,221185
JGYJEXMICBG5U,482706,7/26/18 8:20,7/26/18 8:25,-77.024022,38.894163,221186
65N7XMUXMEE4R,421448,7/26/18 8:20,7/26/18 8:25,-77.005826,38.886151,221187
GTMW6LVAGQ6CO,661043,7/26/18 8:20,7/26/18 8:25,-77.032248,38.897407,221188
CRJPVW3UZMQQ2,621118,7/26/18 8:20,7/26/18 8:25,-77.04625,38.900784,221189
YET566SHNKOLY,385467,7/26/18 8:20,7/26/18 8:25,-77.021754,38.919042,221190
EN555BNHT2QIJ,502410,7/26/18 8:20,7/26/18 8:25,-77.023914,38.90579,221191
WPVCF3WNAY57G,519073,7/26/18 8:20,7/26/18 8:25,-77.027146,38.911538,221192
BQ7RU7QQ2O2MZ,363018,7/26/18 8:20,7/26/18 8:25,-77.028958,38.902823,221193
2FS7YZZBVGNQI,442793,7/26/18 8:20,7/26/18 8:25,-77.042716,38.902783,221194
JVE35DSKKGZDS,622533,7/26/18 8:20,7/26/18 8:25,-77.021142,38.91879,221195
6GOHGSYCCAPXA,949055,7/26/18 8:20,7/26/18 8:25,-77.047707,38.903014,221196
EE3NBZV42RV3Z,971574,7/26/18 8:20,7/26/18 8:25,-77.014905,38.914627,221197
YUNOLM7HDV7TS,332347,7/26/18 8:20,7/26/18 8:25,-77.022434,38.905934,221198
GKADHLQ5DZWNL,637558,7/26/18 8:20,7/26/18 8:25,-77.046627,38.910594,221199
XD4E6V5JXFPHD,584869,7/26/18 8:20,7/26/18 8:25,-77.02284,38.913327,221200
5EFM2QUBWLAQQ,798620,7/26/18 8:20,7/26/18 8:25,-77.022794,38.945365,221201
OFKJACS5FBNX3,115552,7/26/18 8:25,7/26/18 8:30,-77.01816,38.892234,221202
PBUUUC3MMO7I6,379622,7/26/18 8:25,7/26/18 8:30,-77.013563,38.894861,221203
YUNOLM7HDV7TS,332347,7/26/18 8:25,7/26/18 8:30,-77.021935,38.894452,221204
JGYJEXMICBG5U,482706,7/26/18 8:25,7/26/18 8:30,-77.017447,38.891971,221205
J6SMN5ABTHCVZ,294828,7/26/18 8:20,7/26/18 8:25,-77.081953,38.942317,221206
WPVCF3WNAY57G,519073,7/26/18 8:25,7/26/18 8:30,-77.02722,38.898528,221207
CQD667F7AB3RJ,683596,7/26/18 8:25,7/26/18 8:30,-77.018832,38.904976,221208
IEA6W32YCSEZS,412306,7/26/18 8:25,7/26/18 8:30,-77.038487,38.901887,221209
